code,country,year,width
ESP,Spain,1950,6
ESP,Spain,1951,6
ESP,Spain,1952,6
ESP,Spain,1953,6
ESP,Spain,1954,6
ESP,Spain,1955,6
ESP,Spain,1956,6
ESP,Spain,1957,6
ESP,Spain,1958,5
ESP,Spain,1959,6
ESP,Spain,1960,6
ESP,Spain,1961,7
ESP,Spain,1962,7
ESP,Spain,1963,7
ESP,Spain,1964,6
ESP,Spain,1965,5
ESP,Spain,1966,5
ESP,Spain,1967,5
ESP,Spain,1968,6
ESP,Spain,1969,6
ESP,Spain,1970,4
ESP,Spain,1971,5
ESP,Spain,1972,5
ESP,Spain,1973,5
ESP,Spain,1974,5
ESP,Spain,1975,4
ESP,Spain,1976,4
ESP,Spain,1977,4
ESP,Spain,1978,4
ESP,Spain,1979,4
ESP,Spain,1980,4
ESP,Spain,1981,5
ESP,Spain,1982,5
ESP,Spain,1983,5
ESP,Spain,1984,4
ESP,Spain,1985,4
ESP,Spain,1986,5
ESP,Spain,1987,4
ESP,Spain,1988,4
ESP,Spain,1989,4
ESP,Spain,1990,5
ESP,Spain,1991,4
ESP,Spain,1992,4
ESP,Spain,1993,3
ESP,Spain,1994,3
ESP,Spain,1995,4
ESP,Spain,1996,3
ESP,Spain,1997,3
ESP,Spain,1998,4
ESP,Spain,1999,4
ESP,Spain,2000,4
ESP,Spain,2001,4
ESP,Spain,2002,4
ESP,Spain,2003,4
ESP,Spain,2004,4
ESP,Spain,2005,4
ESP,Spain,2006,5
ESP,Spain,2007,5
ESP,Spain,2008,5
ESP,Spain,2009,5
ESP,Spain,2010,5
ESP,Spain,2011,4
ESP,Spain,2012,5
ESP,Spain,2013,4
ESP,Spain,2014,5
ESP,Spain,2015,5
ESP,Spain,2016,5
ESP,Spain,2017,5
ESP,Spain,2018,5
ESP,Spain,2019,5
ESP,Spain,2020,5
ESP,Spain,2021,4
ESP,Spain,2022,4
ESP,Spain,2023,4
ESP,Spain,2024,4
EST,Estonia,1959,5
EST,Estonia,1960,4
EST,Estonia,1961,4
EST,Estonia,1962,4
EST,Estonia,1963,5
EST,Estonia,1964,4
EST,Estonia,1965,3
EST,Estonia,1966,2
EST,Estonia,1967,3
EST,Estonia,1968,6
EST,Estonia,1969,4
EST,Estonia,1970,4
EST,Estonia,1971,4
EST,Estonia,1972,3
EST,Estonia,1973,4
EST,Estonia,1974,4
EST,Estonia,1975,4
EST,Estonia,1976,4
EST,Estonia,1977,3
EST,Estonia,1978,4
EST,Estonia,1979,3
EST,Estonia,1980,4
EST,Estonia,1981,3
EST,Estonia,1982,2
EST,Estonia,1983,3
EST,Estonia,1984,4
EST,Estonia,1985,4
EST,Estonia,1986,3
EST,Estonia,1987,3
EST,Estonia,1988,4
EST,Estonia,1989,5
EST,Estonia,1990,4
EST,Estonia,1991,3
EST,Estonia,1992,4
EST,Estonia,1993,5
EST,Estonia,1994,5
EST,Estonia,1995,3
EST,Estonia,1996,5
EST,Estonia,1997,6
EST,Estonia,1998,7
EST,Estonia,1999,2
EST,Estonia,2000,6
EST,Estonia,2001,6
EST,Estonia,2002,5
EST,Estonia,2003,6
EST,Estonia,2004,5
EST,Estonia,2005,4
EST,Estonia,2006,4
EST,Estonia,2007,4
EST,Estonia,2008,6
EST,Estonia,2009,4
EST,Estonia,2010,4
EST,Estonia,2011,5
EST,Estonia,2012,4
EST,Estonia,2013,5
EST,Estonia,2014,6
EST,Estonia,2015,5
EST,Estonia,2016,3
EST,Estonia,2017,4
EST,Estonia,2018,5
EST,Estonia,2019,5
EST,Estonia,2020,5
EST,Estonia,2021,3
EST,Estonia,2022,4
EST,Estonia,2023,5
EST,Estonia,2024,5
FIN,Finland,1950,6
FIN,Finland,1951,5
FIN,Finland,1952,4
FIN,Finland,1953,6
FIN,Finland,1954,5
FIN,Finland,1955,6
FIN,Finland,1956,5
FIN,Finland,1957,5
FIN,Finland,1958,5
FIN,Finland,1959,5
FIN,Finland,1960,5
FIN,Finland,1961,5
FIN,Finland,1962,5
FIN,Finland,1963,5
FIN,Finland,1964,5
FIN,Finland,1965,5
FIN,Finland,1966,6
FIN,Finland,1967,4
FIN,Finland,1968,5
FIN,Finland,1969,5
FIN,Finland,1970,5
FIN,Finland,1971,4
FIN,Finland,1972,5
FIN,Finland,1973,4
FIN,Finland,1974,4
FIN,Finland,1975,5
FIN,Finland,1976,5
FIN,Finland,1977,4
FIN,Finland,1978,5
FIN,Finland,1979,4
FIN,Finland,1980,4
FIN,Finland,1981,3
FIN,Finland,1982,5
FIN,Finland,1983,3
FIN,Finland,1984,4
FIN,Finland,1985,4
FIN,Finland,1986,5
FIN,Finland,1987,3
FIN,Finland,1988,4
FIN,Finland,1989,4
FIN,Finland,1990,4
FIN,Finland,1991,5
FIN,Finland,1992,4
FIN,Finland,1993,5
FIN,Finland,1994,5
FIN,Finland,1995,5
FIN,Finland,1996,5
FIN,Finland,1997,4
FIN,Finland,1998,5
FIN,Finland,1999,5
FIN,Finland,2000,5
FIN,Finland,2001,5
FIN,Finland,2002,3
FIN,Finland,2003,5
FIN,Finland,2004,5
FIN,Finland,2005,4
FIN,Finland,2006,4
FIN,Finland,2007,4
FIN,Finland,2008,5
FIN,Finland,2009,6
FIN,Finland,2010,5
FIN,Finland,2011,5
FIN,Finland,2012,6
FIN,Finland,2013,4
FIN,Finland,2014,5
FIN,Finland,2015,5
FIN,Finland,2016,5
FIN,Finland,2017,4
FIN,Finland,2018,4
FIN,Finland,2019,4
FIN,Finland,2020,4
FIN,Finland,2021,4
FIN,Finland,2022,5
FIN,Finland,2023,4
FIN,Finland,2024,4
FRA,France,1950,5
FRA,France,1951,4
FRA,France,1952,4
FRA,France,1953,4
FRA,France,1954,5
FRA,France,1955,4
FRA,France,1956,5
FRA,France,1957,4
FRA,France,1958,5
FRA,France,1959,4
FRA,France,1960,4
FRA,France,1961,5
FRA,France,1962,5
FRA,France,1963,5
FRA,France,1964,5
FRA,France,1965,5
FRA,France,1966,5
FRA,France,1967,4
FRA,France,1968,4
FRA,France,1969,4
FRA,France,1970,4
FRA,France,1971,4
FRA,France,1972,4
FRA,France,1973,4
FRA,France,1974,4
FRA,France,1975,4
FRA,France,1976,5
FRA,France,1977,5
FRA,France,1978,4
FRA,France,1979,4
FRA,France,1980,4
FRA,France,1981,4
FRA,France,1982,4
FRA,France,1983,4
FRA,France,1984,4
FRA,France,1985,4
FRA,France,1986,4
FRA,France,1987,5
FRA,France,1988,4
FRA,France,1989,4
FRA,France,1990,4
FRA,France,1991,4
FRA,France,1992,4
FRA,France,1993,4
FRA,France,1994,4
FRA,France,1995,4
FRA,France,1996,4
FRA,France,1997,5
FRA,France,1998,4
FRA,France,1999,4
FRA,France,2000,4
FRA,France,2001,4
FRA,France,2002,4
FRA,France,2003,4
FRA,France,2004,4
FRA,France,2005,4
FRA,France,2006,5
FRA,France,2007,5
FRA,France,2008,5
FRA,France,2009,5
FRA,France,2010,5
FRA,France,2011,5
FRA,France,2012,5
FRA,France,2013,5
FRA,France,2014,4
FRA,France,2015,4
FRA,France,2016,5
FRA,France,2017,5
FRA,France,2018,5
FRA,France,2019,5
FRA,France,2020,5
FRA,France,2021,4
FRA,France,2022,4
FRA,France,2023,4
GBRTENW,"UK, England and Wales",1950,4
GBRTENW,"UK, England and Wales",1951,5
GBRTENW,"UK, England and Wales",1952,5
GBRTENW,"UK, England and Wales",1953,6
GBRTENW,"UK, England and Wales",1954,4
GBRTENW,"UK, England and Wales",1955,4
GBRTENW,"UK, England and Wales",1956,5
GBRTENW,"UK, England and Wales",1957,5
GBRTENW,"UK, England and Wales",1958,5
GBRTENW,"UK, England and Wales",1959,5
GBRTENW,"UK, England and Wales",1960,4
GBRTENW,"UK, England and Wales",1961,5
GBRTENW,"UK, England and Wales",1962,5
GBRTENW,"UK, England and Wales",1963,5
GBRTENW,"UK, England and Wales",1964,4
GBRTENW,"UK, England and Wales",1965,4
GBRTENW,"UK, England and Wales",1966,5
GBRTENW,"UK, England and Wales",1967,5
GBRTENW,"UK, England and Wales",1968,4
GBRTENW,"UK, England and Wales",1969,4
GBRTENW,"UK, England and Wales",1970,5
GBRTENW,"UK, England and Wales",1971,5
GBRTENW,"UK, England and Wales",1972,4
GBRTENW,"UK, England and Wales",1973,4
GBRTENW,"UK, England and Wales",1974,5
GBRTENW,"UK, England and Wales",1975,5
GBRTENW,"UK, England and Wales",1976,5
GBRTENW,"UK, England and Wales",1977,4
GBRTENW,"UK, England and Wales",1978,4
GBRTENW,"UK, England and Wales",1979,4
GBRTENW,"UK, England and Wales",1980,4
GBRTENW,"UK, England and Wales",1981,5
GBRTENW,"UK, England and Wales",1982,5
GBRTENW,"UK, England and Wales",1983,5
GBRTENW,"UK, England and Wales",1984,5
GBRTENW,"UK, England and Wales",1985,5
GBRTENW,"UK, England and Wales",1986,5
GBRTENW,"UK, England and Wales",1987,5
GBRTENW,"UK, England and Wales",1988,5
GBRTENW,"UK, England and Wales",1989,5
GBRTENW,"UK, England and Wales",1990,5
GBRTENW,"UK, England and Wales",1991,5
GBRTENW,"UK, England and Wales",1992,6
GBRTENW,"UK, England and Wales",1993,5
GBRTENW,"UK, England and Wales",1994,5
GBRTENW,"UK, England and Wales",1995,5
GBRTENW,"UK, England and Wales",1996,6
GBRTENW,"UK, England and Wales",1997,6
GBRTENW,"UK, England and Wales",1998,6
GBRTENW,"UK, England and Wales",1999,5
GBRTENW,"UK, England and Wales",2000,5
GBRTENW,"UK, England and Wales",2001,5
GBRTENW,"UK, England and Wales",2002,6
GBRTENW,"UK, England and Wales",2003,6
GBRTENW,"UK, England and Wales",2004,5
GBRTENW,"UK, England and Wales",2005,5
GBRTENW,"UK, England and Wales",2006,5
GBRTENW,"UK, England and Wales",2007,5
GBRTENW,"UK, England and Wales",2008,5
GBRTENW,"UK, England and Wales",2009,6
GBRTENW,"UK, England and Wales",2010,6
GBRTENW,"UK, England and Wales",2011,6
GBRTENW,"UK, England and Wales",2012,6
GBRTENW,"UK, England and Wales",2013,6
GBRTENW,"UK, England and Wales",2014,6
GBRTENW,"UK, England and Wales",2015,6
GBRTENW,"UK, England and Wales",2016,6
GBRTENW,"UK, England and Wales",2017,6
GBRTENW,"UK, England and Wales",2018,5
GBRTENW,"UK, England and Wales",2019,5
GBRTENW,"UK, England and Wales",2020,5
GBRTENW,"UK, England and Wales",2021,4
GBRTENW,"UK, England and Wales",2022,5
GBRTENW,"UK, England and Wales",2023,5
GBRTENW,"UK, England and Wales",2024,5
GBR_NIR,"UK, Northern Ireland",1974,4
GBR_NIR,"UK, Northern Ireland",1975,5
GBR_NIR,"UK, Northern Ireland",1976,3
GBR_NIR,"UK, Northern Ireland",1977,4
GBR_NIR,"UK, Northern Ireland",1978,6
GBR_NIR,"UK, Northern Ireland",1979,7
GBR_NIR,"UK, Northern Ireland",1980,3
GBR_NIR,"UK, Northern Ireland",1981,5
GBR_NIR,"UK, Northern Ireland",1982,6
GBR_NIR,"UK, Northern Ireland",1983,5
GBR_NIR,"UK, Northern Ireland",1984,6
GBR_NIR,"UK, Northern Ireland",1985,5
GBR_NIR,"UK, Northern Ireland",1986,6
GBR_NIR,"UK, Northern Ireland",1987,6
GBR_NIR,"UK, Northern Ireland",1988,5
GBR_NIR,"UK, Northern Ireland",1989,4
GBR_NIR,"UK, Northern Ireland",1990,6
GBR_NIR,"UK, Northern Ireland",1991,4
GBR_NIR,"UK, Northern Ireland",1992,4
GBR_NIR,"UK, Northern Ireland",1993,5
GBR_NIR,"UK, Northern Ireland",1994,5
GBR_NIR,"UK, Northern Ireland",1995,5
GBR_NIR,"UK, Northern Ireland",1996,5
GBR_NIR,"UK, Northern Ireland",1997,5
GBR_NIR,"UK, Northern Ireland",1998,5
GBR_NIR,"UK, Northern Ireland",1999,4
GBR_NIR,"UK, Northern Ireland",2000,4
GBR_NIR,"UK, Northern Ireland",2001,4
GBR_NIR,"UK, Northern Ireland",2002,5
GBR_NIR,"UK, Northern Ireland",2003,6
GBR_NIR,"UK, Northern Ireland",2004,4
GBR_NIR,"UK, Northern Ireland",2005,5
GBR_NIR,"UK, Northern Ireland",2006,5
GBR_NIR,"UK, Northern Ireland",2007,4
GBR_NIR,"UK, Northern Ireland",2008,6
GBR_NIR,"UK, Northern Ireland",2009,5
GBR_NIR,"UK, Northern Ireland",2010,5
GBR_NIR,"UK, Northern Ireland",2011,5
GBR_NIR,"UK, Northern Ireland",2012,5
GBR_NIR,"UK, Northern Ireland",2013,4
GBR_NIR,"UK, Northern Ireland",2014,4
GBR_NIR,"UK, Northern Ireland",2015,4
GBR_NIR,"UK, Northern Ireland",2016,5
GBR_NIR,"UK, Northern Ireland",2017,5
GBR_NIR,"UK, Northern Ireland",2018,5
GBR_NIR,"UK, Northern Ireland",2019,4
GBR_NIR,"UK, Northern Ireland",2020,4
GBR_NIR,"UK, Northern Ireland",2021,5
GBR_NIR,"UK, Northern Ireland",2022,3
GBR_NIR,"UK, Northern Ireland",2023,3
GBR_NIR,"UK, Northern Ireland",2024,3
GBR_SCO,"UK, Scotland",1950,5
GBR_SCO,"UK, Scotland",1951,5
GBR_SCO,"UK, Scotland",1952,4
GBR_SCO,"UK, Scotland",1953,5
GBR_SCO,"UK, Scotland",1954,4
GBR_SCO,"UK, Scotland",1955,4
GBR_SCO,"UK, Scotland",1956,5
GBR_SCO,"UK, Scotland",1957,4
GBR_SCO,"UK, Scotland",1958,4
GBR_SCO,"UK, Scotland",1959,4
GBR_SCO,"UK, Scotland",1960,4
GBR_SCO,"UK, Scotland",1961,4
GBR_SCO,"UK, Scotland",1962,5
GBR_SCO,"UK, Scotland",1963,4
GBR_SCO,"UK, Scotland",1964,4
GBR_SCO,"UK, Scotland",1965,4
GBR_SCO,"UK, Scotland",1966,4
GBR_SCO,"UK, Scotland",1967,4
GBR_SCO,"UK, Scotland",1968,4
GBR_SCO,"UK, Scotland",1969,4
GBR_SCO,"UK, Scotland",1970,5
GBR_SCO,"UK, Scotland",1971,4
GBR_SCO,"UK, Scotland",1972,2
GBR_SCO,"UK, Scotland",1973,4
GBR_SCO,"UK, Scotland",1974,5
GBR_SCO,"UK, Scotland",1975,4
GBR_SCO,"UK, Scotland",1976,4
GBR_SCO,"UK, Scotland",1977,4
GBR_SCO,"UK, Scotland",1978,4
GBR_SCO,"UK, Scotland",1979,4
GBR_SCO,"UK, Scotland",1980,5
GBR_SCO,"UK, Scotland",1981,5
GBR_SCO,"UK, Scotland",1982,5
GBR_SCO,"UK, Scotland",1983,4
GBR_SCO,"UK, Scotland",1984,4
GBR_SCO,"UK, Scotland",1985,5
GBR_SCO,"UK, Scotland",1986,5
GBR_SCO,"UK, Scotland",1987,5
GBR_SCO,"UK, Scotland",1988,4
GBR_SCO,"UK, Scotland",1989,5
GBR_SCO,"UK, Scotland",1990,4
GBR_SCO,"UK, Scotland",1991,5
GBR_SCO,"UK, Scotland",1992,4
GBR_SCO,"UK, Scotland",1993,6
GBR_SCO,"UK, Scotland",1994,5
GBR_SCO,"UK, Scotland",1995,5
GBR_SCO,"UK, Scotland",1996,4
GBR_SCO,"UK, Scotland",1997,4
GBR_SCO,"UK, Scotland",1998,5
GBR_SCO,"UK, Scotland",1999,5
GBR_SCO,"UK, Scotland",2000,4
GBR_SCO,"UK, Scotland",2001,5
GBR_SCO,"UK, Scotland",2002,5
GBR_SCO,"UK, Scotland",2003,5
GBR_SCO,"UK, Scotland",2004,5
GBR_SCO,"UK, Scotland",2005,5
GBR_SCO,"UK, Scotland",2006,5
GBR_SCO,"UK, Scotland",2007,5
GBR_SCO,"UK, Scotland",2008,5
GBR_SCO,"UK, Scotland",2009,5
GBR_SCO,"UK, Scotland",2010,6
GBR_SCO,"UK, Scotland",2011,5
GBR_SCO,"UK, Scotland",2012,6
GBR_SCO,"UK, Scotland",2013,5
GBR_SCO,"UK, Scotland",2014,4
GBR_SCO,"UK, Scotland",2015,4
GBR_SCO,"UK, Scotland",2016,5
GBR_SCO,"UK, Scotland",2017,5
GBR_SCO,"UK, Scotland",2018,5
GBR_SCO,"UK, Scotland",2019,5
GBR_SCO,"UK, Scotland",2020,5
GBR_SCO,"UK, Scotland",2021,5
GBR_SCO,"UK, Scotland",2022,5
GBR_SCO,"UK, Scotland",2023,4
GBR_SCO,"UK, Scotland",2024,6
GRC,Greece,1950,5
GRC,Greece,1951,5
GRC,Greece,1952,5
GRC,Greece,1953,5
GRC,Greece,1954,5
GRC,Greece,1955,6
GRC,Greece,1956,5
GRC,Greece,1957,5
GRC,Greece,1958,5
GRC,Greece,1959,5
GRC,Greece,1960,6
GRC,Greece,1961,6
GRC,Greece,1962,6
GRC,Greece,1963,6
GRC,Greece,1964,5
GRC,Greece,1965,5
GRC,Greece,1966,5
GRC,Greece,1967,5
GRC,Greece,1968,5
GRC,Greece,1969,5
GRC,Greece,1970,5
GRC,Greece,1971,5
GRC,Greece,1972,5
GRC,Greece,1973,5
GRC,Greece,1974,5
GRC,Greece,1975,6
GRC,Greece,1976,6
GRC,Greece,1977,6
GRC,Greece,1978,5
GRC,Greece,1979,6
GRC,Greece,1980,5
GRC,Greece,1981,5
GRC,Greece,1982,5
GRC,Greece,1983,5
GRC,Greece,1984,5
GRC,Greece,1985,6
GRC,Greece,1986,5
GRC,Greece,1987,5
GRC,Greece,1988,5
GRC,Greece,1989,5
GRC,Greece,1990,5
GRC,Greece,1991,5
GRC,Greece,1992,5
GRC,Greece,1993,5
GRC,Greece,1994,5
GRC,Greece,1995,5
GRC,Greece,1996,5
GRC,Greece,1997,6
GRC,Greece,1998,5
GRC,Greece,1999,5
GRC,Greece,2000,5
GRC,Greece,2001,5
GRC,Greece,2002,5
GRC,Greece,2003,5
GRC,Greece,2004,5
GRC,Greece,2005,4
GRC,Greece,2006,5
GRC,Greece,2007,5
GRC,Greece,2008,5
GRC,Greece,2009,5
HRV,Croatia,1950,5
HRV,Croatia,1951,5
HRV,Croatia,1952,5
HRV,Croatia,1953,5
HRV,Croatia,1954,4
HRV,Croatia,1955,5
HRV,Croatia,1956,4
HRV,Croatia,1957,4
HRV,Croatia,1958,5
HRV,Croatia,1959,5
HRV,Croatia,1960,4
HRV,Croatia,1961,4
HRV,Croatia,1962,4
HRV,Croatia,1963,4
HRV,Croatia,1964,4
HRV,Croatia,1965,4
HRV,Croatia,1966,4
HRV,Croatia,1967,5
HRV,Croatia,1968,3
HRV,Croatia,1969,4
HRV,Croatia,1970,4
HRV,Croatia,1971,4
HRV,Croatia,1972,5
HRV,Croatia,1973,5
HRV,Croatia,1974,5
HRV,Croatia,1975,4
HRV,Croatia,1976,4
HRV,Croatia,1977,4
HRV,Croatia,1978,3
HRV,Croatia,1979,3
HRV,Croatia,1980,3
HRV,Croatia,1981,3
HRV,Croatia,1982,4
HRV,Croatia,1983,3
HRV,Croatia,1984,4
HRV,Croatia,1985,4
HRV,Croatia,1986,4
HRV,Croatia,1987,4
HRV,Croatia,1988,5
HRV,Croatia,1989,5
HRV,Croatia,1990,4
HRV,Croatia,1991,4
HRV,Croatia,1992,5
HRV,Croatia,1993,4
HRV,Croatia,1994,4
HRV,Croatia,1995,5
HRV,Croatia,1996,5
HRV,Croatia,1997,5
HRV,Croatia,1998,5
HRV,Croatia,1999,5
HRV,Croatia,2000,5
HRV,Croatia,2001,4
HRV,Croatia,2002,5
HRV,Croatia,2003,5
HRV,Croatia,2004,5
HRV,Croatia,2005,5
HRV,Croatia,2006,6
HRV,Croatia,2007,4
HRV,Croatia,2008,5
HRV,Croatia,2009,5
HRV,Croatia,2010,4
HRV,Croatia,2011,4
HRV,Croatia,2012,5
HRV,Croatia,2013,4
HRV,Croatia,2014,4
HRV,Croatia,2015,4
HRV,Croatia,2016,5
HRV,Croatia,2017,4
HRV,Croatia,2018,4
HRV,Croatia,2019,4
HRV,Croatia,2020,5
HRV,Croatia,2021,5
HRV,Croatia,2022,3
HRV,Croatia,2023,4
HRV,Croatia,2024,4
HUN,Hungary,1950,5
HUN,Hungary,1951,5
HUN,Hungary,1952,5
HUN,Hungary,1953,5
HUN,Hungary,1954,4
HUN,Hungary,1955,4
HUN,Hungary,1956,4
HUN,Hungary,1957,3
HUN,Hungary,1958,4
HUN,Hungary,1959,4
HUN,Hungary,1960,4
HUN,Hungary,1961,3
HUN,Hungary,1962,3
HUN,Hungary,1963,5
HUN,Hungary,1964,5
HUN,Hungary,1965,3
HUN,Hungary,1966,4
HUN,Hungary,1967,5
HUN,Hungary,1968,5
HUN,Hungary,1969,4
HUN,Hungary,1970,4
HUN,Hungary,1971,4
HUN,Hungary,1972,4
HUN,Hungary,1973,4
HUN,Hungary,1974,3
HUN,Hungary,1975,5
HUN,Hungary,1976,5
HUN,Hungary,1977,4
HUN,Hungary,1978,4
HUN,Hungary,1979,4
HUN,Hungary,1980,4
HUN,Hungary,1981,4
HUN,Hungary,1982,5
HUN,Hungary,1983,5
HUN,Hungary,1984,4
HUN,Hungary,1985,4
HUN,Hungary,1986,4
HUN,Hungary,1987,4
HUN,Hungary,1988,4
HUN,Hungary,1989,4
HUN,Hungary,1990,4
HUN,Hungary,1991,4
HUN,Hungary,1992,4
HUN,Hungary,1993,5
HUN,Hungary,1994,5
HUN,Hungary,1995,4
HUN,Hungary,1996,4
HUN,Hungary,1997,5
HUN,Hungary,1998,4
HUN,Hungary,1999,5
HUN,Hungary,2000,4
HUN,Hungary,2001,4
HUN,Hungary,2002,4
HUN,Hungary,2003,4
HUN,Hungary,2004,4
HUN,Hungary,2005,4
HUN,Hungary,2006,4
HUN,Hungary,2007,4
HUN,Hungary,2008,4
HUN,Hungary,2009,4
HUN,Hungary,2010,5
HUN,Hungary,2011,5
HUN,Hungary,2012,4
HUN,Hungary,2013,4
HUN,Hungary,2014,4
HUN,Hungary,2015,5
HUN,Hungary,2016,4
HUN,Hungary,2017,4
HUN,Hungary,2018,4
HUN,Hungary,2019,5
HUN,Hungary,2020,5
HUN,Hungary,2021,5
HUN,Hungary,2022,5
HUN,Hungary,2023,5
HUN,Hungary,2024,5
IRL,Ireland,1955,6
IRL,Ireland,1956,7
IRL,Ireland,1957,6
IRL,Ireland,1958,5
IRL,Ireland,1959,6
IRL,Ireland,1960,7
IRL,Ireland,1961,6
IRL,Ireland,1962,7
IRL,Ireland,1963,6
IRL,Ireland,1964,7
IRL,Ireland,1965,8
IRL,Ireland,1966,6
IRL,Ireland,1967,6
IRL,Ireland,1968,6
IRL,Ireland,1969,6
IRL,Ireland,1970,6
IRL,Ireland,1971,6
IRL,Ireland,1972,6
IRL,Ireland,1973,6
IRL,Ireland,1974,6
IRL,Ireland,1975,6
IRL,Ireland,1976,6
IRL,Ireland,1977,6
IRL,Ireland,1978,6
IRL,Ireland,1979,5
IRL,Ireland,1980,5
IRL,Ireland,1981,5
IRL,Ireland,1982,5
IRL,Ireland,1983,5
IRL,Ireland,1984,5
IRL,Ireland,1985,5
IRL,Ireland,1986,6
IRL,Ireland,1987,5
IRL,Ireland,1988,4
IRL,Ireland,1989,5
IRL,Ireland,1990,4
IRL,Ireland,1991,5
IRL,Ireland,1992,5
IRL,Ireland,1993,3
IRL,Ireland,1994,4
IRL,Ireland,1995,3
IRL,Ireland,1996,4
IRL,Ireland,1997,4
IRL,Ireland,1998,4
IRL,Ireland,1999,4
IRL,Ireland,2000,4
IRL,Ireland,2001,4
IRL,Ireland,2002,4
IRL,Ireland,2003,6
IRL,Ireland,2004,5
IRL,Ireland,2005,4
IRL,Ireland,2006,4
IRL,Ireland,2007,5
IRL,Ireland,2008,5
IRL,Ireland,2009,5
IRL,Ireland,2010,5
IRL,Ireland,2011,4
IRL,Ireland,2012,5
IRL,Ireland,2013,5
IRL,Ireland,2014,5
IRL,Ireland,2015,5
IRL,Ireland,2016,5
IRL,Ireland,2017,5
IRL,Ireland,2018,5
IRL,Ireland,2019,4
IRL,Ireland,2020,4
IRL,Ireland,2021,4
IRL,Ireland,2022,4
IRL,Ireland,2023,5
ISL,Iceland,1950,8
ISL,Iceland,1951,6
ISL,Iceland,1952,5
ISL,Iceland,1953,5
ISL,Iceland,1954,5
ISL,Iceland,1955,6
ISL,Iceland,1956,5
ISL,Iceland,1957,6
ISL,Iceland,1958,4
ISL,Iceland,1959,5
ISL,Iceland,1960,7
ISL,Iceland,1961,7
ISL,Iceland,1962,8
ISL,Iceland,1963,1
ISL,Iceland,1964,6
ISL,Iceland,1965,4
ISL,Iceland,1966,3
ISL,Iceland,1967,3
ISL,Iceland,1968,2
ISL,Iceland,1969,3
ISL,Iceland,1970,5
ISL,Iceland,1971,5
ISL,Iceland,1972,5
ISL,Iceland,1973,3
ISL,Iceland,1974,5
ISL,Iceland,1975,3
ISL,Iceland,1976,5
ISL,Iceland,1977,3
ISL,Iceland,1978,6
ISL,Iceland,1979,4
ISL,Iceland,1980,5
ISL,Iceland,1981,8
ISL,Iceland,1982,6
ISL,Iceland,1983,6
ISL,Iceland,1984,5
ISL,Iceland,1985,4
ISL,Iceland,1986,5
ISL,Iceland,1987,5
ISL,Iceland,1988,4
ISL,Iceland,1989,4
ISL,Iceland,1990,6
ISL,Iceland,1991,2
ISL,Iceland,1992,6
ISL,Iceland,1993,2
ISL,Iceland,1994,3
ISL,Iceland,1995,3
ISL,Iceland,1996,2
ISL,Iceland,1997,5
ISL,Iceland,1998,2
ISL,Iceland,1999,7
ISL,Iceland,2000,3
ISL,Iceland,2001,2
ISL,Iceland,2002,1
ISL,Iceland,2003,4
ISL,Iceland,2004,1
ISL,Iceland,2005,4
ISL,Iceland,2006,5
ISL,Iceland,2007,6
ISL,Iceland,2008,4
ISL,Iceland,2009,5
ISL,Iceland,2010,6
ISL,Iceland,2011,4
ISL,Iceland,2012,3
ISL,Iceland,2013,5
ISL,Iceland,2014,4
ISL,Iceland,2015,5
ISL,Iceland,2016,1
ISL,Iceland,2017,3
ISL,Iceland,2018,3
ISL,Iceland,2019,6
ISL,Iceland,2020,2
ISL,Iceland,2021,3
ISL,Iceland,2022,4
ISL,Iceland,2023,4
ISL,Iceland,2024,5
ITA,Italy,1950,6
ITA,Italy,1951,6
ITA,Italy,1952,6
ITA,Italy,1953,6
ITA,Italy,1954,6
ITA,Italy,1955,6
ITA,Italy,1956,5
ITA,Italy,1957,5
ITA,Italy,1958,5
ITA,Italy,1959,5
ITA,Italy,1960,5
ITA,Italy,1961,5
ITA,Italy,1962,5
ITA,Italy,1963,5
ITA,Italy,1964,5
ITA,Italy,1965,5
ITA,Italy,1966,6
ITA,Italy,1967,5
ITA,Italy,1968,5
ITA,Italy,1969,5
ITA,Italy,1970,5
ITA,Italy,1971,5
ITA,Italy,1972,5
ITA,Italy,1973,5
ITA,Italy,1974,5
ITA,Italy,1975,5
ITA,Italy,1976,5
ITA,Italy,1977,5
ITA,Italy,1978,5
ITA,Italy,1979,5
ITA,Italy,1980,5
ITA,Italy,1981,5
ITA,Italy,1982,5
ITA,Italy,1983,6
ITA,Italy,1984,5
ITA,Italy,1985,5
ITA,Italy,1986,4
ITA,Italy,1987,5
ITA,Italy,1988,5
ITA,Italy,1989,5
ITA,Italy,1990,5
ITA,Italy,1991,5
ITA,Italy,1992,5
ITA,Italy,1993,5
ITA,Italy,1994,5
ITA,Italy,1995,5
ITA,Italy,1996,4
ITA,Italy,1997,4
ITA,Italy,1998,4
ITA,Italy,1999,5
ITA,Italy,2000,5
ITA,Italy,2001,5
ITA,Italy,2002,4
ITA,Italy,2003,5
ITA,Italy,2004,5
ITA,Italy,2005,5
ITA,Italy,2006,5
ITA,Italy,2007,5
ITA,Italy,2008,5
ITA,Italy,2009,6
ITA,Italy,2010,6
ITA,Italy,2011,6
ITA,Italy,2012,5
ITA,Italy,2013,5
ITA,Italy,2014,5
ITA,Italy,2015,5
ITA,Italy,2016,5
ITA,Italy,2017,5
ITA,Italy,2018,5
